1.0483e-14, 0.010169
1.1220e-14, 0.010891
1.2026e-14, 0.011581
1.2765e-14, 0.012075
1.3745e-14, 0.012886
1.4685e-14, 0.013606
1.5481e-14, 0.014130
1.6640e-14, 0.014857
1.7649e-14, 0.015614
1.8855e-14, 0.016228
2.0222e-14, 0.016926
2.1402e-14, 0.017573
2.2869e-14, 0.018193
2.4632e-14, 0.018966
2.6354e-14, 0.019622
2.8280e-14, 0.020254
3.0207e-14, 0.020899
3.2095e-14, 0.021463
3.4535e-14, 0.021988
3.6840e-14, 0.022487
3.9164e-14, 0.022857
4.2136e-14, 0.023373
4.5074e-14, 0.023751
4.8218e-14, 0.024140
5.1581e-14, 0.024416
5.5178e-14, 0.024687
5.9026e-14, 0.024807
6.3142e-14, 0.025086
6.7545e-14, 0.025111
7.2256e-14, 0.025111
7.7295e-14, 0.025111
8.2685e-14, 0.025111
8.8451e-14, 0.025080
9.4620e-14, 0.024802
1.0122e-13, 0.024709
1.0828e-13, 0.024428
1.1583e-13, 0.024251
1.2391e-13, 0.023939
1.3255e-13, 0.023669
1.4179e-13, 0.023311
1.5168e-13, 0.023001
1.6226e-13, 0.022683
1.7357e-13, 0.022376
1.8568e-13, 0.021945
1.9862e-13, 0.021635
2.1248e-13, 0.021325
2.2729e-13, 0.021015
2.4315e-13, 0.020735
2.6010e-13, 0.020490
2.7824e-13, 0.020320
2.9764e-13, 0.020115
3.1840e-13, 0.019996
3.4061e-13, 0.019990
3.6436e-13, 0.019990
3.8977e-13, 0.019994
4.1695e-13, 0.019990
4.4603e-13, 0.020175
4.7713e-13, 0.020362
5.1041e-13, 0.020663
5.4600e-13, 0.021015
5.8408e-13, 0.021394
6.2641e-13, 0.021861
6.6488e-13, 0.022313
7.1804e-13, 0.022924
7.6185e-13, 0.023455
8.2099e-13, 0.024186
8.7526e-13, 0.025076
9.3509e-13, 0.025600
9.8903e-13, 0.026433
1.0519e-12, 0.027278
1.1184e-12, 0.028152
1.1891e-12, 0.028968
1.2642e-12, 0.029845
1.3441e-12, 0.030686
1.4291e-12, 0.031569
1.5250e-12, 0.032455
1.6219e-12, 0.033311
1.7259e-12, 0.034154
1.8311e-12, 0.035065
1.9481e-12, 0.035880
2.0699e-12, 0.036785
2.2021e-12, 0.037587
2.3293e-12, 0.038453
2.4809e-12, 0.039305
2.6516e-12, 0.040103
2.8139e-12, 0.040685
2.9746e-12, 0.041515
3.1937e-12, 0.042258
3.3625e-12, 0.042901
3.6106e-12, 0.043664
3.8333e-12, 0.044377
4.0773e-12, 0.044858
4.3889e-12, 0.045704
4.6926e-12, 0.046329
5.0198e-12, 0.046956
5.3699e-12, 0.047597
5.7473e-12, 0.048172
6.1701e-12, 0.048705
6.6112e-12, 0.049348
7.0689e-12, 0.049999
7.5031e-12, 0.050613
8.0305e-12, 0.051255
